# x
-1.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00
-1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-3.399195976398597940e-01 -9.404545003031011818e-01 -1.000000000000000000e+00
-4.268282240557062512e-01 -9.043327192739692988e-01 -1.000000000000000000e+00
-5.099560519852279761e-01 -8.602004563144798333e-01 -1.000000000000000000e+00
-5.885667440723306720e-01 -8.084486302617474029e-01 -1.000000000000000000e+00
-6.619639752642163533e-01 -7.495356532229777713e-01 -1.000000000000000000e+00
-7.294976007837787879e-01 -6.839833700103463698e-01 -1.000000000000000000e+00
-7.905694150420961019e-01 -6.123724356957929160e-01 -1.000000000000000000e+00
-8.446384504791707437e-01 -5.353371722308711833e-01 -1.000000000000000000e+00
-8.912257693963782090e-01 -4.535599496911446593e-01 -1.000000000000000000e+00
-9.299187063350699001e-01 -3.677651419154758239e-01 -1.000000000000000000e+00
-9.603745234228077132e-01 -2.787127100804965285e-01 -1.000000000000000000e+00
-9.823234463085642743e-01 -1.871914710462665998e-01 -1.000000000000000000e+00
-9.955710537948971872e-01 -9.401211010140073099e-02 -1.000000000000000000e+00
-9.955710537948971872e-01 -9.401211010140081425e-02 0.000000000000000000e+00
-9.823234463085641632e-01 -1.871914710462670162e-01 0.000000000000000000e+00
-9.603745234228074912e-01 -2.787127100804972502e-01 0.000000000000000000e+00
-9.299187063350691229e-01 -3.677651419154776002e-01 0.000000000000000000e+00
-8.912257693963772098e-01 -4.535599496911465467e-01 0.000000000000000000e+00
-8.446384504791695225e-01 -5.353371722308731817e-01 0.000000000000000000e+00
-7.905694150420945476e-01 -6.123724356957949144e-01 0.000000000000000000e+00
-7.294976007837774556e-01 -6.839833700103479242e-01 0.000000000000000000e+00
-6.619639752642144659e-01 -7.495356532229794366e-01 0.000000000000000000e+00
-5.885667440723291177e-01 -8.084486302617485132e-01 0.000000000000000000e+00
-5.099560519852263107e-01 -8.602004563144809435e-01 0.000000000000000000e+00
-4.268282240557052520e-01 -9.043327192739698539e-01 0.000000000000000000e+00
-3.399195976398596275e-01 -9.404545003031012929e-01 0.000000000000000000e+00
-1.000000000000000000e+00 0.000000000000000000e+00 -1.666666666666662411e-01
-1.000000000000000000e+00 0.000000000000000000e+00 -3.333333333333323711e-01
-1.000000000000000000e+00 0.000000000000000000e+00 -4.999999999999985567e-01
-1.000000000000000000e+00 0.000000000000000000e+00 -6.666666666666646313e-01
-1.000000000000000000e+00 0.000000000000000000e+00 -8.333333333333321491e-01
-2.865665770031950998e-01 -9.580603305349156829e-01 -5.193112690197638770e-01
-6.951407830308862223e-01 -7.188736271189856142e-01 -8.223153600274879516e-02
-2.848920712790648513e-01 -9.585596005060531555e-01 -3.545212481108875879e-01
-2.847701146537837680e-01 -9.585958386098235584e-01 -2.291666666666666852e-01
-8.754071836237563575e-01 -4.833862460392547300e-01 -9.286297533864151799e-01
-2.847701146540113082e-01 -9.585958386097559458e-01 -6.458333333333333703e-01
-2.847701146534962202e-01 -9.585958386099089346e-01 -7.708333333333333703e-01
-6.939992332517579410e-01 -7.199757386509437751e-01 -9.205636698777095450e-01
-8.678337399446396372e-01 -4.968547069452995402e-01 -8.237852649535293281e-02
-5.428764208083041165e-01 -8.398125932196808252e-01 -8.018380052532542157e-02
-5.505029718558099860e-01 -8.348332036867731620e-01 -9.280046321699437772e-01
-9.455563122146826149e-01 -3.254585387280070075e-01 -9.129307308509395646e-01
-9.469763569800568881e-01 -3.213032513386377409e-01 -8.857343419759050596e-02
-2.847701146537837680e-01 -9.585958386098235584e-01 -4.375000000000000555e-01
-2.853690773315813445e-01 -9.584177010588451617e-01 -1.443487942413861358e-01
-2.862687696559048645e-01 -9.581493576263016010e-01 -8.558013860566349162e-01
-9.916094851567847090e-01 -1.292695979226989589e-01 -5.729674684391782291e-01
-9.907316760580953119e-01 -1.358335233111370166e-01 -2.514911830440464957e-01
-3.912786170571515565e-01 -9.202722661440161378e-01 -7.819774873998008857e-02
-3.837991027671938671e-01 -9.234166170884607894e-01 -9.185003559789972627e-01
-9.918953687532936492e-01 -1.270573785569641401e-01 -9.030270130745851054e-01
-9.900440705904983707e-01 -1.407577290545575788e-01 -8.149964402100273730e-02
-2.844015422719796127e-01 -9.587052533251914088e-01 -9.454923098143215299e-01
-2.843829734642683849e-01 -9.587107615978978092e-01 -5.461484658638443568e-02
-4.647366929483902620e-01 -8.854489292033694836e-01 -7.598477626100952342e-02
-5.013134051000608382e-01 -8.652657799005935013e-01 -1.486195258776953909e-01
